name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
Tanki Flip	""	node	4599172434	place	village	-70.0300417	12.5462662	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Tanki Flip, Aruba, Aruba, Nederland	-70.0300417	12.5462662	-70.0300417	12.5462662	""	""	""
Sero Colorado	""	node	4258604520	place	village	-69.8804631	12.4191945	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Sero Colorado, Sero Colorado, Aruba, Aruba, Nederland	-69.8804631	12.4191945	-69.8804631	12.4191945	Q612126	""	""
Savaneta	""	node	4258604522	place	village	-69.9493463	12.4521461	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Savaneta, Aruba, Aruba, Nederland	-69.9493463	12.4521461	-69.9493463	12.4521461	Q2665720	""	""
Santa Martha	""	node	3197111450	place	hamlet	-69.1229877	12.2655549	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Santa Martha, Curaçao, Curaçao, Nederland	-69.1229877	12.2655549	-69.1229877	12.2655549	""	""	""
Santa Cruz	""	node	3197111449	place	hamlet	-69.1428331	12.3046749	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Santa Cruz, Curaçao, Curaçao, Nederland	-69.1428331	12.3046749	-69.1428331	12.3046749	""	""	""
San Fuego	""	node	4599172442	place	hamlet	-69.9538345	12.5009147	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	San Fuego, Aruba, Aruba, Nederland	-69.9538345	12.5009147	-69.9538345	12.5009147	""	""	""
Sami Liber	Sint Michiel Liber	node	3196411029	place	village	-68.9865174	12.1586930	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Sami Liber, Curaçao, Curaçao, Nederland	-68.9865174	12.1586930	-68.9865174	12.1586930	""	""	""
Pos Chikito	""	node	4599172428	place	village	-69.9629225	12.4660388	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Pos Chikito, Pos Chikito, Aruba, Aruba, Nederland	-69.9629225	12.4660388	-69.9629225	12.4660388	""	""	""
Ponton	""	node	4599172431	place	village	-70.0312279	12.5346035	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Ponton, Aruba, Aruba, Nederland	-70.0312279	12.5346035	-70.0312279	12.5346035	""	""	""
Piedra Plat	""	node	4599172441	place	village	-69.9945084	12.5261172	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Piedra Plat, Aruba, Aruba, Nederland	-69.9945084	12.5261172	-69.9945084	12.5261172	""	""	""
Paradera	""	node	4599172433	place	village	-70.0052159	12.5353279	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Paradera, Aruba, Aruba, Nederland	-70.0052159	12.5353279	-70.0052159	12.5353279	""	""	""
Pannekoek	""	node	295125474	place	hamlet	-69.0882127	12.2630986	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Pannekoek, Curaçao, Curaçao, Nederland	-69.0882127	12.2630986	-69.0882127	12.2630986	""	""	""
Oostpunt	""	node	306397390	place	hamlet	-68.7372235	12.0437769	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Oostpunt, Curaçao, Curaçao, Nederland	-68.7372235	12.0437769	-68.7372235	12.0437769	""	""	""
Nieuwpoort	Newport	node	614709673	place	village	-68.8287270	12.0513438	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Nieuwpoort, Curaçao, Curaçao, Nederland	-68.8287270	12.0513438	-68.8287270	12.0513438	""	""	""
Malmok	""	node	4599172436	place	hamlet	-70.0489342	12.5961494	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Malmok, Aruba, Aruba, Nederland	-70.0489342	12.5961494	-70.0489342	12.5961494	""	""	""
Malmok Beach	""	node	4258604521	place	village	-70.0514009	12.6037621	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Malmok Beach, Aruba, Aruba, Nederland	-70.0514009	12.6037621	-70.0514009	12.6037621	Q2026303	""	""
Lelienberg	""	node	3197111436	place	village	-69.0862079	12.3125198	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Lelienberg, Curaçao, Curaçao, Nederland	-69.0862079	12.3125198	-69.0862079	12.3125198	""	""	""
Lago Heights	""	node	4599172445	place	village	-69.8915382	12.4346459	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Lago Heights, Aruba, Aruba, Nederland	-69.8915382	12.4346459	-69.8915382	12.4346459	""	""	""
Knip	""	node	3196411000	place	hamlet	-69.1445223	12.3466681	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Knip, Curaçao, Curaçao, Nederland	-69.1445223	12.3466681	-69.1445223	12.3466681	""	""	""
Jan Kok	""	way	234467559	place	hamlet	-69.0491444	12.2129467	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Jan Kok, Curaçao, Curaçao, Nederland	-69.0558616	12.2072761	-69.0390134	12.2185656	""	""	""
Jan Kok	""	node	3196532177	place	hamlet	-69.0523533	12.2135517	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Jan Kok, Jan Kok, Curaçao, Curaçao, Nederland	-69.0523533	12.2135517	-69.0523533	12.2135517	""	""	""
Fontein	""	node	295125475	place	hamlet	-69.0610340	12.2485083	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Fontein, Curaçao, Curaçao, Nederland	-69.0610340	12.2485083	-69.0610340	12.2485083	""	""	""
Cura Cabai	""	node	4599172443	place	hamlet	-69.9312909	12.4457691	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Cura Cabai, Aruba, Aruba, Nederland	-69.9312909	12.4457691	-69.9312909	12.4457691	""	""	""
Christoffel	""	node	3197111429	place	hamlet	-69.1077701	12.3499222	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Christoffel, Curaçao, Curaçao, Nederland	-69.1077701	12.3499222	-69.1077701	12.3499222	""	""	""
Catiri	""	node	4258604519	place	village	-70.0080718	12.5528537	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Catiri, Aruba, Aruba, Nederland	-70.0080718	12.5528537	-70.0080718	12.5528537	Q1810266	""	""
Catashi	""	node	4258604518	place	hamlet	-69.9564744	12.5191152	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Catashi, Aruba, Aruba, Nederland	-69.9564744	12.5191152	-69.9564744	12.5191152	Q1999160	""	""
Cas Abao Beach	Cas Abou	node	297171214	place	hamlet	-69.0941040	12.2336595	19	0.275	""	Curaçao	""	Curaçao	The Netherlands	nl	Cas Abao Beach, Curaçao, Curaçao, Nederland	-69.0941040	12.2336595	-69.0941040	12.2336595	""	""	""
Bubali	""	node	4599172439	place	village	-70.0448305	12.5505778	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Bubali, Aruba, Aruba, Nederland	-70.0448305	12.5505778	-70.0448305	12.5505778	""	""	""
Brazil	""	node	4599172444	place	hamlet	-69.9231156	12.4450149	19	0.275	""	Aruba	""	Aruba	The Netherlands	nl	Brazil, Aruba, Aruba, Nederland	-69.9231156	12.4450149	-69.9231156	12.4450149	""	""	""
Zevenbergen	""	node	3197111457	multiple	locality	-69.1357073	12.3329033	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Zevenbergen, Curaçao, Curaçao, Nederland	-69.1357073	12.3329033	-69.1357073	12.3329033	""	""	""
Wanapa	""	node	3197111456	place	suburb	-68.9573041	12.1171316	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Wanapa, Curaçao, Curaçao, Nederland	-68.9573041	12.1171316	-68.9573041	12.1171316	""	""	""
Wacao	""	node	3197111455	multiple	isolated_dwelling	-69.0708368	12.3193113	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Wacao, Curaçao, Curaçao, Nederland	-69.0708368	12.3193113	-69.0708368	12.3193113	""	""	""
Suffisant	""	node	297289776	place	suburb	-68.9286377	12.1542517	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Suffisant, Curaçao, Curaçao, Nederland	-68.9286377	12.1542517	-68.9286377	12.1542517	""	""	""
Stenen Koraal	""	node	3196517981	place	suburb	-68.9360276	12.1662483	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Stenen Koraal, Curaçao, Curaçao, Nederland	-68.9360276	12.1662483	-68.9360276	12.1662483	""	""	""
Steenrijk	""	node	1157611147	place	suburb	-68.9076056	12.0987589	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Steenrijk, Curaçao, Curaçao, Nederland	-68.9076056	12.0987589	-68.9076056	12.0987589	""	""	""
Souax	""	node	335613499	place	suburb	-68.9707082	12.1712222	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Souax, Curaçao, Curaçao, Nederland	-68.9707082	12.1712222	-68.9707082	12.1712222	""	""	""
Siberie	""	node	3197111454	multiple	locality	-69.0492209	12.2365790	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Siberie, Curaçao, Curaçao, Nederland	-69.0492209	12.2365790	-69.0492209	12.2365790	""	""	""
Seru Lora	""	node	3196411033	place	suburb	-68.8837280	12.1118707	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Seru Lora, Curaçao, Curaçao, Nederland	-68.8837280	12.1118707	-68.8837280	12.1118707	""	""	""
Seru Grandi	""	node	3197111453	place	suburb	-68.8292256	12.0945474	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Seru Grandi, Curaçao, Curaçao, Nederland	-68.8292256	12.0945474	-68.8292256	12.0945474	""	""	""
Seru Fortuna	""	node	1149171112	place	suburb	-68.9358078	12.1740147	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Seru Fortuna, Curaçao, Curaçao, Nederland	-68.9358078	12.1740147	-68.9358078	12.1740147	""	""	""
Seru Domi	""	node	3196411032	place	suburb	-68.9414534	12.1177292	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Seru Domi, Curaçao, Curaçao, Nederland	-68.9414534	12.1177292	-68.9414534	12.1177292	""	""	""
Scharloo	""	node	639266239	place	suburb	-68.9249901	12.1058633	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Scharloo, Curaçao, Curaçao, Nederland	-68.9249901	12.1058633	-68.9249901	12.1058633	""	""	""
Savonet	""	node	3197111452	multiple	locality	-69.1003635	12.3426590	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Savonet, Curaçao, Curaçao, Nederland	-69.1003635	12.3426590	-69.1003635	12.3426590	""	""	""
Santa Rosa Plantation	""	node	3196517972	multiple	isolated_dwelling	-68.8317125	12.0858750	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Santa Rosa Plantation, Curaçao, Curaçao, Nederland	-68.8317125	12.0858750	-68.8317125	12.0858750	""	""	""
Santa Rosa	""	node	297064544	place	suburb	-68.8720007	12.1228635	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Santa Rosa, Curaçao, Curaçao, Nederland	-68.8720007	12.1228635	-68.8720007	12.1228635	""	""	""
San Nicolas	""	node	3197111447	multiple	isolated_dwelling	-69.1317107	12.2795817	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	San Nicolas, Curaçao, Curaçao, Nederland	-69.1317107	12.2795817	-69.1317107	12.2795817	""	""	""
San Juan	""	node	3197111446	multiple	locality	-69.0854255	12.2571503	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	San Juan, Curaçao, Curaçao, Nederland	-69.0854255	12.2571503	-69.0854255	12.2571503	""	""	""
San Hironimo	""	node	3197111445	multiple	locality	-69.1109101	12.3338302	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	San Hironimo, Curaçao, Curaçao, Nederland	-69.1109101	12.3338302	-69.1109101	12.3338302	""	""	""
Rooi Santu	""	node	3196411025	place	suburb	-68.8717009	12.1058484	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Rooi Santu, Curaçao, Curaçao, Nederland	-68.8717009	12.1058484	-68.8717009	12.1058484	""	""	""
Ronde Klip	""	node	3196517967	place	suburb	-68.8623840	12.1530857	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Ronde Klip, Curaçao, Curaçao, Nederland	-68.8623840	12.1530857	-68.8623840	12.1530857	""	""	""
Rif Sint Marie	Rif Sint Mari	node	3197111444	multiple	locality	-69.0590781	12.1937293	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Rif Sint Marie, Curaçao, Curaçao, Nederland	-69.0590781	12.1937293	-69.0590781	12.1937293	""	""	""
Rancho	""	node	3196517966	place	suburb	-68.9020534	12.1566984	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Rancho, Curaçao, Curaçao, Nederland	-68.9020534	12.1566984	-68.9020534	12.1566984	""	""	""
Punt Halve Dag	""	node	3197111443	multiple	locality	-69.1029991	12.2364672	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Punt Halve Dag, Curaçao, Curaçao, Nederland	-69.1029991	12.2364672	-69.1029991	12.2364672	""	""	""
Porto Marie	PortoMari	node	3197111442	multiple	isolated_dwelling	-69.0850458	12.2239314	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Porto Marie, Curaçao, Curaçao, Nederland	-69.0850458	12.2239314	-69.0850458	12.2239314	""	""	""
Piscadera	""	node	648243582	place	suburb	-68.9715825	12.1452778	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Piscadera, Curaçao, Curaçao, Nederland	-68.9715825	12.1452778	-68.9715825	12.1452778	""	""	""
Patrick	""	node	3197111440	multiple	locality	-69.0668762	12.2926312	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Patrick, Curaçao, Curaçao, Nederland	-69.0668762	12.2926312	-69.0668762	12.2926312	""	""	""
Parera	""	node	297280238	place	suburb	-68.9198406	12.1125214	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Parera, Curaçao, Curaçao, Nederland	-68.9198406	12.1125214	-68.9198406	12.1125214	""	""	""
Paradijs	""	node	3196517964	place	suburb	-68.9539551	12.1422385	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Paradijs, Curaçao, Curaçao, Nederland	-68.9539551	12.1422385	-68.9539551	12.1422385	""	""	""
Oranjeberg	""	node	3196517961	multiple	locality	-68.8088162	12.0984997	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Oranjeberg, Curaçao, Curaçao, Nederland	-68.8088162	12.0984997	-68.8088162	12.0984997	""	""	""
Noord	""	way	378040154	place	suburb	-70.0313385	12.5648107	20	0.25	""	Aruba	""	Aruba	The Netherlands	nl	Noord, Aruba, Aruba, Nederland	-70.0362735	12.5602845	-70.0263355	12.5698800	""	""	""
Noord	""	node	3814910956	place	suburb	-70.0319284	12.5645311	20	0.25	""	Aruba	""	Aruba	The Netherlands	nl	Noord, Noord, Aruba, Aruba, Nederland	-70.0319284	12.5645311	-70.0319284	12.5645311	""	""	""
Noordkant	""	node	3202388343	multiple	locality	-68.9046691	12.1766840	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Noordkant, Curaçao, Curaçao, Nederland	-68.9046691	12.1766840	-68.9046691	12.1766840	""	""	""
Mundo Nobo	Mundu Nobo	node	3196411014	place	suburb	-68.9514528	12.1093422	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Mundo Nobo, Curaçao, Curaçao, Nederland	-68.9514528	12.1093422	-68.9514528	12.1093422	""	""	""
Muizenberg	""	node	3196517156	place	suburb	-68.9206767	12.1606881	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Muizenberg, Curaçao, Curaçao, Nederland	-68.9206767	12.1606881	-68.9206767	12.1606881	""	""	""
Montaña Rey	""	node	3196411012	place	suburb	-68.8540186	12.1118184	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Montaña Rey, Curaçao, Curaçao, Nederland	-68.8540186	12.1118184	-68.8540186	12.1118184	""	""	""
Montaña Abou	""	node	3196411011	place	suburb	-68.8630874	12.1096858	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Montaña Abou, Curaçao, Curaçao, Nederland	-68.8630874	12.1096858	-68.8630874	12.1096858	""	""	""
Mon Repos	""	node	3196517152	place	suburb	-68.9059638	12.1496425	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Mon Repos, Curaçao, Curaçao, Nederland	-68.9059638	12.1496425	-68.9059638	12.1496425	""	""	""
Meiberg	""	node	3196517151	multiple	locality	-69.0027439	12.1873205	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Meiberg, Curaçao, Curaçao, Nederland	-69.0027439	12.1873205	-69.0027439	12.1873205	""	""	""
Marbella Estates	""	node	3196411007	multiple	locality	-68.8741727	12.0900480	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Marbella Estates, Curaçao, Curaçao, Nederland	-68.8741727	12.0900480	-68.8741727	12.0900480	""	""	""
Malpais	""	node	3196517149	multiple	locality	-68.9838974	12.1701607	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Malpais, Curaçao, Curaçao, Nederland	-68.9838974	12.1701607	-68.9838974	12.1701607	""	""	""
Mahuma	""	node	335613567	place	suburb	-68.9546689	12.1660820	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Mahuma, Curaçao, Curaçao, Nederland	-68.9546689	12.1660820	-68.9546689	12.1660820	""	""	""
Mahaai	""	node	2693715085	place	suburb	-68.9010198	12.1227887	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Mahaai, Curaçao, Curaçao, Nederland	-68.9010198	12.1227887	-68.9010198	12.1227887	""	""	""
Lagunisol	""	node	295330895	multiple	locality	-68.8724232	12.0897874	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Lagunisol, Curaçao, Curaçao, Nederland	-68.8724232	12.0897874	-68.8724232	12.0897874	""	""	""
Labadera	""	node	3196411005	place	suburb	-68.8851470	12.1263692	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Labadera, Curaçao, Curaçao, Nederland	-68.8851470	12.1263692	-68.8851470	12.1263692	""	""	""
Kwarchi	""	node	1974356395	place	suburb	-68.8548458	12.1244728	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Kwarchi, Curaçao, Curaçao, Nederland	-68.8548458	12.1244728	-68.8548458	12.1244728	""	""	""
Koraal Specht	Koraalspecht	node	1799969288	place	suburb	-68.8982998	12.0975077	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Koraal Specht, Curaçao, Curaçao, Nederland	-68.8982998	12.0975077	-68.8982998	12.0975077	""	""	""
Koraal Partier	""	node	3196517142	place	suburb	-68.8488728	12.1334407	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Koraal Partier, Curaçao, Curaçao, Nederland	-68.8488728	12.1334407	-68.8488728	12.1334407	""	""	""
Klein Sint Joris	""	node	3080730065	multiple	isolated_dwelling	-68.8192958	12.1080837	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Klein Sint Joris, Curaçao, Curaçao, Nederland	-68.8192958	12.1080837	-68.8192958	12.1080837	""	""	""
Klein Santa Martha	""	node	3197111435	multiple	locality	-69.1147864	12.2943152	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Klein Santa Martha, Curaçao, Curaçao, Nederland	-69.1147864	12.2943152	-69.1147864	12.2943152	""	""	""
Klein Piscadera	""	node	3196532178	multiple	locality	-68.9745638	12.1288173	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Klein Piscadera, Curaçao, Curaçao, Nederland	-68.9745638	12.1288173	-68.9745638	12.1288173	""	""	""
Kleine Berg	""	node	3196517141	multiple	locality	-69.0051633	12.1983675	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Kleine Berg, Curaçao, Curaçao, Nederland	-69.0051633	12.1983675	-69.0051633	12.1983675	""	""	""
Kaap Sint Marie	Kaap Sint Mari	node	3027782472	multiple	locality	-69.0571577	12.1888784	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Kaap Sint Marie, Curaçao, Curaçao, Nederland	-69.0571577	12.1888784	-69.0571577	12.1888784	""	""	""
Kaap Malmeeuw	""	node	3196517134	multiple	locality	-68.9983020	12.1379022	20	0.25	""	""	""	Curaçao	The Netherlands	nl	Kaap Malmeeuw, Curaçao, Nederland	-68.9983020	12.1379022	-68.9983020	12.1379022	""	""	""
Hermanus	""	node	3197111432	multiple	locality	-69.0426690	12.2028271	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Hermanus, Curaçao, Curaçao, Nederland	-69.0426690	12.2028271	-69.0426690	12.2028271	""	""	""
Habaai	""	node	3196410988	place	suburb	-68.9528458	12.1238699	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Habaai, Curaçao, Curaçao, Nederland	-68.9528458	12.1238699	-68.9528458	12.1238699	""	""	""
Groot Sint Michiel	""	node	3196517126	multiple	locality	-68.9790554	12.1602393	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Groot Sint Michiel, Curaçao, Curaçao, Nederland	-68.9790554	12.1602393	-68.9790554	12.1602393	""	""	""
Groot Sint Joris	""	node	3196410986	multiple	isolated_dwelling	-68.8326720	12.1222769	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Groot Sint Joris, Curaçao, Curaçao, Nederland	-68.8326720	12.1222769	-68.8326720	12.1222769	""	""	""
Groot Santa Martha	""	node	297169238	multiple	locality	-69.1111743	12.2741440	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Groot Santa Martha, Curaçao, Curaçao, Nederland	-69.1111743	12.2741440	-69.1111743	12.2741440	""	""	""
Groot Piscadera	""	node	3196517125	place	suburb	-68.9588475	12.1503350	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Groot Piscadera, Curaçao, Curaçao, Nederland	-68.9588475	12.1503350	-68.9588475	12.1503350	""	""	""
Groot Kwartier	""	node	3196410985	place	suburb	-68.9196153	12.1343897	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Groot Kwartier, Curaçao, Curaçao, Nederland	-68.9196153	12.1343897	-68.9196153	12.1343897	""	""	""
Fuik	""	node	3196517118	multiple	locality	-68.8293677	12.0599624	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Fuik, Curaçao, Curaçao, Nederland	-68.8293677	12.0599624	-68.8293677	12.0599624	""	""	""
Duivelsklip	""	node	3196517114	multiple	locality	-68.7769828	12.0468697	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Duivelsklip, Curaçao, Curaçao, Nederland	-68.7769828	12.0468697	-68.7769828	12.0468697	""	""	""
Dominguito	""	node	297235892	place	suburb	-68.8963934	12.1045812	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Dominguito, Curaçao, Curaçao, Nederland	-68.8963934	12.1045812	-68.8963934	12.1045812	""	""	""
Dein	Kanga	node	3196517113	place	suburb	-68.9287618	12.1496144	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Dein, Curaçao, Curaçao, Nederland	-68.9287618	12.1496144	-68.9287618	12.1496144	""	""	""
De Hoop	""	node	3196410976	multiple	locality	-68.9403478	12.1347822	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	De Hoop, Curaçao, Curaçao, Nederland	-68.9403478	12.1347822	-68.9403478	12.1347822	""	""	""
Damasco Resort	""	node	3196410975	multiple	locality	-68.8743324	12.0943628	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Damasco Resort, Curaçao, Curaçao, Nederland	-68.8743324	12.0943628	-68.8743324	12.0943628	""	""	""
Coral Estate	""	node	295322121	multiple	locality	-69.0783927	12.2027742	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Coral Estate, Coral Estate, Curaçao, Curaçao, Nederland	-69.0783927	12.2027742	-69.0783927	12.2027742	""	""	""
Bushiri	""	node	4599172451	place	suburb	-70.0496726	12.5372475	20	0.25	""	Aruba	""	Aruba	The Netherlands	nl	Bushiri, Aruba, Aruba, Nederland	-70.0496726	12.5372475	-70.0496726	12.5372475	""	""	""
Bullenbaai	""	node	3196517107	multiple	locality	-69.0184428	12.1902856	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Bullenbaai, Curaçao, Curaçao, Nederland	-69.0184428	12.1902856	-69.0184428	12.1902856	""	""	""
Buena Vista	""	node	297231631	place	suburb	-68.9333531	12.1440468	20	0.25	""	Curaçao	""	Curaçao	The Netherlands	nl	Buena Vista, Curaçao, Curaçao, Nederland	-68.9333531	12.1440468	-68.9333531	12.1440468	""	""	""
